,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
270,270,"Nawazuddin Siddiqui slammed the entertainment industry for promoting racism. Popular Bollywood celebrities like Nandita Das, Taapsee Pannu have lent their support.","Actress Nandita Das has said that be it films, advertisements or television, India portrays 'fair' people in a country that is largely dark. She said this while reacting to actor Nawazuddin Siddiqui's tweet wherein he wrote, ""I cannot be paired along with the fair and handsome because I am dark and not good looking.""","In films, we are 'fair' people in a country mainly dark: Das",5,3,4,3,2,3,tarang2,4,3,4,4,4,4,viranya,http://www.hindustantimes.com/bollywood/bollywood-extends-support-to-nawazuddin-siddiqui-over-racism-remark/story-R1L65WFGaVYZm67RP07AJK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
271,271,"The Delhi Metro services will hence continue as per schedule tomorrow. As many as 9,000 non-executive employees of the Delhi Metro were sticking to their call to stop services from Monday. They were demanding a revision of the pay band, and the rolling back of action against staff council members.","Delhi Metro's non-executive staff called off their strike on Sunday after a meeting with the Managing Director and other senior officials at Delhi Metro Rail Corporation.The employees had been demanding a salary increase and rolling back of action against staff council members. Around 9,000 metro employees had threatened to go on strike from Monday if their demands were not met. ",Delhi Metro support staff call off strike,5,5,5,5,4,4,tarang2,4,5,5,4,3,4,viranya,http://indiatoday.intoday.in/story/delhi-metro-strike-mangu-singh-dmrc/1/1008826.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
272,272,"Case would have been largest and most complex in British legal history. Case centred on so-called interchange fees, the charges levied by credit and debit card companies such as MasterCard on merchants.","A £14 billion (?1.17 lakh crore) class-action lawsuit against Mastercard, for allegedly overcharging over 4.5 crore people in Britain over a 16-year period, was blocked by a court. The tribunal found no individual could receive compensation equal to the loss actually suffered. Had it been allowed, the case would have been the largest and most complex in British legal history.",Case against Mastercard on overcharging 4.5cr people blocked,5,3,4,3,3,3,tarang2,4,4,3,4,4,4,viranya,https://www.theguardian.com/money/2017/jul/21/uk-court-blocks-14bn-class-action-case-against-mastercard?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
273,273,Ranbir Kapoor says the upcoming biopic on Sanjay Dutt will deal with both the highs and lows of the actor?s life. Ranbir says Dutt has been very gracious in providing insights about his life story in an honest way.,"Ranbir Kapoor has said the upcoming biopic on Sanjay Dutt is not propaganda to portray him as God. ""We're trying to show a very human side of Sanjay Dutt, his perils, his downfall, his time in jail, terrorism charges, his drug phase...,"" he added. Ranbir further said Dutt has never been a hypocrite about his life.",Dutt biopic not propaganda to portray him as God: Ranbir,5,5,5,5,5,5,tarang2,4,5,5,5,5,5,viranya,http://www.hindustantimes.com/bollywood/ranbir-kapoor-on-dutt-biopic-it-isn-t-a-propaganda-to-portray-him-as-god/story-9l0KULF5HHAzbUUql0hyFJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
274,274,"Emraan Hashmi has been called a 'serial-kisser' in the beginning of his career. The actor says the tag can restrict his growth as an actor. The 38-year-old will be seen in the thriller Baadshaho, which releases on September 1.","Actor Emraan Hashmi has said he benefitted a lot from the 'serial kisser' tag. ""A number of my films in which I was shown kissing did very well in the beginning of my career,"" he added. However, Emraan said he's now trying to do away with the tag as it may restrict his growth as an actor.",I benefitted a lot from the 'serial kisser' tag: Emraan ,5,4,5,4,4,4,tarang2,4,3,4,5,4,4,viranya,http://www.hindustantimes.com/bollywood/emraan-hashmi-i-benefited-a-lot-from-the-serial-kisser-tag/story-bqNV0OoGXTSq9hDg9Are6K.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
275,275,"The total undisclosed income admitted was more than Rs 5,400 crore. The total quantity of gold seized stood at 303.367 kgs, the finance ministry has said in an affidavit to the apex court.","The Income Tax department has detected undisclosed income of around ?71,941 crore over the last three years from April 1, 2014 to February 28, 2017, the Centre told the Supreme Court. Undisclosed income of over ?5,400 crore was detected and 303 kg of gold was seized during the demonetisation period from November 9, 2016 to January 10, 2017, it stated.","Undisclosed income of ?71,941 crore detected in three years",5,3,5,3,3,3,tarang2,4,4,3,3,4,4,viranya,http://www.hindustantimes.com/india-news/undisclosed-income-of-rs-71-941-cr-found-in-three-years-govt-to-sc/story-mWN8sWKUhJRRNENzjbK9FO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
276,276,The Bihar Board faced massive embarrassment after more than 50 per cent of class 10 students failed in the examination this year. Hundreds of angry students blamed the evaluation system put in place this year where they alleged that examiners evaluated the answer sheets.,"A class 10 student from Bihar, who got 0 in Maths, got 94 in the same paper after the updated results were announced. Another student's Sanskrit marks increased from 0 to 40, while another one got his marks upgraded from 12 to 61. The state Board had got the papers rechecked after over 50% failed this year.",Bihar class 10 student's marks up from 0 to 94 after recheck,5,3,4,2,2,2,tarang2,5,5,5,5,5,5,viranya,http://indiatoday.intoday.in/story/bihar-mathematic-board-result-madhyamik-shikshak-sangh-class-10-re-evaluation/1/1008629.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
277,277,Saudi Arabia is home to the largest number of Indians going abroad. Around 30 lakh people emigrating for jobs. Do not carry items prohibited/forbidden in Saudi Arabia. Delete any obscene content from your phone and laptop.,"The government has issued a list of dos and don?ts for people going to Saudi Arabia for jobs, asking them not to have any obscene clips on phone and anything related to black magic. It also advises not to have information on Saudi laws that are punishable with jail time and text related to any religion other than Islam.",Don't carry obscene clips: Govt to Indians going to Saudi ,5,4,5,4,3,3,tarang2,4,4,5,3,4,4,viranya,http://www.hindustantimes.com/india-news/no-obscene-clip-in-phone-no-black-magic-govt-tells-saudi-job-seekers/story-UHsfhagaQfcXd8qw4YdI1L.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
278,278,"Shimla continues to remain on the edge following the rape and murder of a minor girl. The CBI today filed two cases on allegation relating to rape, murder and another relating to custodial death. Locals in Shimla today blocked the National Highway 5 demanding justice.","The Central Bureau of Investigation (CBI) formed a Special Investigation Team (SIT) on Saturday to investigate the rape and murder case of a minor girl in Shimla. It also registered two FIRs in the case, one for the girl and the other for the death of one of the accused in police custody. ",CBI forms team to investigate Shimla rape case,5,5,4,5,4,5,tarang2,5,5,5,5,5,5,viranya,http://indiatoday.intoday.in/story/shimla-rape-case-cbi-sit-probe/1/1008592.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
279,279,"Rajendra Shankar Ghadge, 47, would hide his face with a scarf while working as a BMC sweeper during the daytime. He would leave the premises wearing a suit and a tie. The police said the accused was arrested from his native place in Satara. He has cheated more then 10 people, amassing at least Rs1 crore.","Mumbai police has arrested a BMC sweeper who would pose as a Maharashtra Housing and Area Development Authority (MHADA) official by night and dupe people by illegally sanctioning flats. The accused claimed he would give the keys of the flat soon, but would say he was waiting for an auspicious day whenever a victim called to ask, an officer said. ",Sweeper held for posing as Mumbai housing official by night,5,2,4,3,3,2,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/mumbai-news/bmc-sweeper-who-posed-as-mhada-officer-by-night-arrested/story-MnAWgaFvRX6McIdRQm5BgK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
280,280,"Vishnu Vardhan won his second Challenger level title of the season with Japanese partner Toshihide Matsui. Four other Indians, including Leander Paes, tumbled out of various ATP events across the globe.","Indian tennis player Vishnu Vardhan won the men's doubles event at the $125,000 ATP Astana Challenger with Japanese partner Toshihide Matsui on Saturday, clinching his second Challenger title of the season. The Indo-Japanese pair defeated the Russian pair of Evgeny Karlovskiy and Evgeny Tyurnev 7-6(3), 6-7(5), 10-7. Vardhan, ranked 179th, has already won six ITF Futures doubles titles this season.",Vishnu Vardhan wins his 2nd Challenger title of the season,5,3,4,3,3,3,tarang2,4,4,3,3,4,4,viranya,http://www.hindustantimes.com/tennis/vishnu-vardhan-bags-2nd-challenger-title-defeat-for-4-other-indians/story-Jxtl4bVBxhikv6sLKRujzH.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
281,281,"A 32-year-old driver has been arrested for allegedly masturbating in front of a foreign woman. The woman was taking her dog out for a walk in the posh Greater Kailash neighbourhood on Thursday afternoon. When she confronted the man, he tried to escape in his car. But the woman used her presence of mind to take a photo of the man?s car.","A 32-year-old Delhi driver was arrested for masturbating at a 33-year-old German woman in south Delhi's Greater Kailash II. The woman was walking her dog in the area when she noticed the man staring her. When she walked further, he removed his pants and started masturbating while looking at her. She screamed at him and clicked pictures of his car.",Delhi driver held for masturbating at 33-yr-old German woman,5,4,5,4,4,4,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/delhi-news/delhi-driver-held-for-masturbating-in-front-of-33-year-old-german-woman/story-w7JbT2yb0cOVgGw2rqnIBN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
282,282,The New Delhi Municipal Council plans to carry out the pedestrian-only campaign in the weekends. The three-month trial for a car-free Connaught Place was put off after opposition from traders at the popular shopping hub.,"New Delhi Municipal Council is reportedly planning to stop vehicular movement in Connaught Place on weekends in order to decongest the area which gets around 5 lakh visitors every day. A pilot-launch of the plan is scheduled for August and after studying traffic flow and parking issues, the Council will decide whether the arrangement should be made permanent or not.",Govt plans to make Connaught Place car-free on weekends ,5,3,5,2,2,3,tarang2,4,4,4,3,4,4,viranya,http://www.hindustantimes.com/delhi-news/connaught-place-to-go-car-free-on-weekends-from-august/story-uCdkb3474kwtvQzpHhWGKI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
283,283,"Gang of robbers wore khaki uniform and posed as policemen to rob people in Delhi. Their latest heist was on last Saturday when they targeted jewellers in east Delhi?s Mayur Vihar and made away with their car and silvery jewellery worth over Rs 17 lakh. Three men involved in the robbery have been arrested, their two associates remain on the run.","Three members of a gang have been arrested for wearing khaki uniform and posing as policemen to rob people in Delhi. The gang dressed as policemen would reportedly check the target vehicle's documents, rob the occupants at gunpoint, and then throw them outside at an isolated stretch of road. Two other members of the gang are still on the run.  ",Men held for posing as Delhi policemen and robbing people,5,4,4,4,3,4,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/delhi-news/delhi-men-who-wore-khaki-posed-as-policemen-to-rob-people-held/story-URRMeAxCvyPMsi4oYlHigI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
